"","ID","Edad","Educacion","Años_empleo","Ingreso","Deuda.tarjeta","otra.deuda","Direccion"
"497",497,25,1,3,18,0.352,2.582,"NBA002"
"498",498,33,1,14,72,15.017,14.719,"NBA008"
"499",499,37,2,11,47,1.597,2.915,"NBA011"
"500",500,24,1,1,18,0.239,0.823,"NBA000"
"501",501,29,2,4,37,1.16,1.282,"NBA003"
"502",502,28,2,0,29,2.148,1.709,"NBA007"
"503",503,37,2,15,108,5.251,7.493,"NBA011"
"504",504,47,2,27,107,1.638,4.889,"NBA007"
"505",505,31,2,2,26,0.283,1.485,"NBA001"
"506",506,28,3,5,44,0.773,3.055,"NBA009"
"507",507,39,2,15,32,0.422,1.146,"NBA019"
"508",508,33,2,2,35,2.124,5.891,"NBA014"
"509",509,41,2,19,68,1.507,2.437,"NBA002"
"510",510,29,2,1,29,2.33,3.818,"NBA007"
"511",511,31,1,2,22,1.092,1.702,"NBA004"
"512",512,28,4,0,38,0.636,3.316,"NBA005"
"513",513,35,1,0,34,1.37,2.404,"NBA005"
"514",514,54,1,25,120,14.596,17.204,"NBA012"
"515",515,39,1,19,53,0.19,1.771,"NBA016"
"516",516,46,1,9,31,1.617,2.661,"NBA023"
"517",517,23,2,3,22,1.274,1.234,"NBA003"
"518",518,28,2,6,38,0.774,1.962,"NBA007"
"519",519,24,1,3,15,0.073,1.622,"NBA005"
"520",520,41,2,7,63,4.638,5.064,"NBA017"
"521",521,43,2,9,60,4.039,8.201,"NBA005"
"522",522,27,3,3,35,1.601,3.054,"NBA004"
"523",523,33,4,4,22,0.566,0.644,"NBA012"
"524",524,28,1,2,18,1.939,0.725,"NBA000"
"525",525,48,1,13,38,0.722,3.382,"NBA011"
"526",526,35,3,1,20,0.853,0.727,"NBA004"
"527",527,31,1,11,28,0.345,0.999,"NBA006"
"528",528,42,2,14,48,1.201,2.927,"NBA001"
"529",529,29,1,1,18,1.981,2.627,"NBA003"
"530",530,36,1,4,17,0.521,2.42,"NBA015"
"531",531,29,1,4,24,0.867,1.005,"NBA000"
"532",532,31,1,12,31,2.057,5.29,"NBA004"
"533",533,43,4,18,446,16.031,12.959,"NBA014"
"534",534,41,2,13,93,9.542,4.129,"NBA001"
"535",535,31,1,9,28,0.048,0.624,"NBA010"
"536",536,31,1,6,45,0.585,2.7,"NBA001"
"537",537,28,2,2,23,0.187,1.285,"NBA003"
"538",538,35,1,7,29,0.264,1.157,"NBA014"
"539",539,38,1,5,21,0.45,1.44,"NBA013"
"540",540,40,1,14,43,2.793,3.657,"NBA021"
"541",541,39,1,20,116,2.24,2.516,"NBA008"
"542",542,38,2,8,38,0.029,0.199,"NBA016"
"543",543,27,3,4,40,0.284,0.956,"NBA001"
"544",544,49,1,11,39,2.458,1.481,"NBA005"
"545",545,38,1,18,45,0.535,2.615,"NBA007"
"546",546,43,1,16,89,0.159,0.197,"NBA007"
"547",547,36,2,9,49,0.818,3.396,"NBA006"
"548",548,37,1,4,23,0.87,1.982,"NBA000"
"549",549,46,3,22,99,0.827,1.45,"NBA004"
"550",550,22,2,0,20,0.207,0.913,"NBA003"
"551",551,47,1,13,51,3.739,8.399,"NBA025"
"552",552,47,3,16,266,2.192,3.128,"NBA007"
"553",553,30,4,2,25,1.77,0.73,"NBA008"
"554",554,51,2,19,159,1.068,3.384,"NBA025"
"555",555,28,1,10,42,1.047,2.565,"NBA001"
"556",556,50,1,6,21,1.317,1.392,"NBA027"
"557",557,43,1,24,254,7.002,12.556,"NBA022"
"558",558,46,2,9,15,0.015,0.63,"NBA026"
"559",559,29,1,7,20,1.006,2.954,"NBA005"
"560",560,26,1,1,21,0.608,0.421,"NBA000"
"561",561,45,1,14,46,1.262,1.084,"NBA026"
"562",562,39,1,22,52,1.155,0.509,"NBA003"
"563",563,30,2,10,22,1.41,2.132,"NBA004"
"564",564,41,3,7,56,0.374,7.746,"NBA006"
"565",565,25,2,4,27,0.549,0.801,"NBA005"
"566",566,34,1,16,48,1.474,2.174,"NBA009"
"567",567,44,3,7,78,3.153,5.037,"NBA016"
"568",568,25,1,4,23,0.252,0.944,"NBA000"
"569",569,39,1,20,67,3.834,16.668,"NBA009"
"570",570,26,1,4,20,0.319,0.761,"NBA003"
"571",571,31,1,8,41,0.134,5.032,"NBA003"
"572",572,40,3,5,220,8.166,27.034,"NBA003"
"573",573,42,1,6,31,1.025,2.571,"NBA009"
"574",574,23,1,1,21,1.21,0.554,"NBA000"
"575",575,34,1,9,48,0.42,4.044,"NBA008"
"576",576,28,4,0,29,1.425,5.593,"NBA007"
"577",577,29,1,6,21,1.11,2.691,"NBA007"
"578",578,29,2,3,26,0.538,1.048,"NBA006"
"579",579,24,2,2,26,0.888,1.634,"NBA003"
"580",580,53,1,9,50,2.016,3.584,"NBA018"
"581",581,39,1,19,60,9.593,6.667,"NBA015"
"582",582,28,4,2,41,0.459,0.566,"NBA004"
"583",583,38,1,16,37,0.083,3.099,"NBA008"
"584",584,39,1,12,46,0.561,1.739,"NBA010"
"585",585,38,1,18,44,0.606,1.374,"NBA019"
"586",586,34,4,6,27,1.982,7.549,"NBA003"
"587",587,31,1,11,45,2.739,4.911,"NBA012"
"588",588,40,1,2,32,0.854,0.33,"NBA004"
"589",589,32,1,8,26,0.326,0.74,"NBA006"
"590",590,35,2,12,64,1.45,8.15,"NBA012"
"591",591,29,2,3,32,1.071,1.809,"NBA009"
"592",592,44,2,12,86,1.476,9.704,"NBA005"
"593",593,48,2,9,44,2.134,0.462,"NBA022"
"594",594,41,2,6,36,4.514,2.506,"NBA000"
"595",595,28,1,0,28,2.284,7.04,"NBA002"
"596",596,29,1,3,23,1.104,1.035,"NBA010"
"597",597,24,1,1,16,0.878,0.274,"NBA004"
"598",598,25,1,9,18,0.066,0.15,"NBA004"
"599",599,43,2,16,83,0.259,3.144,"NBA010"
"600",600,45,1,12,37,1.343,2.172,"NBA019"
"601",601,35,1,13,35,0.432,1.143,"NBA015"
"602",602,34,1,13,51,1.875,3.021,"NBA011"
"603",603,29,1,2,14,0.587,1.429,"NBA000"
"604",604,32,2,11,75,7.759,9.716,"NBA006"
"605",605,27,3,6,26,0.93,1.774,"NBA004"
"606",606,39,1,16,57,1.559,9.499,"NBA020"
"607",607,37,4,2,29,2.782,1.684,"NBA001"
"608",608,31,4,1,29,1.065,2.154,"NBA006"
"609",609,28,1,4,28,0.437,3.539,"NBA002"
"610",610,27,2,8,38,0.364,2.258,"NBA004"
"611",611,31,1,8,27,0.674,0.784,"NBA004"
"612",612,31,1,9,26,0.31,0.86,"NBA005"
"613",613,32,1,0,20,0.263,0.337,"NBA004"
"614",614,29,2,9,36,0.127,0.377,"NBA003"
"615",615,31,2,9,53,1.195,5.96,"NBA008"
"616",616,32,2,5,43,1.806,4.644,"NBA005"
"617",617,39,1,6,42,2.541,5.817,"NBA019"
"618",618,27,2,7,30,0.448,0.752,"NBA008"
"619",619,29,1,13,42,1.458,1.65,"NBA001"
"620",620,31,1,11,34,0.298,2.014,"NBA006"
"621",621,41,2,22,75,9.877,7.823,"NBA017"
"622",622,30,1,1,27,1.275,2.046,"NBA001"
"623",623,35,2,0,22,1.97,1.33,"NBA016"
"624",624,38,2,2,22,1.209,3.785,"NBA016"
"625",625,29,1,1,17,0.157,0.982,"NBA009"
"626",626,37,1,7,32,2.697,3.575,"NBA003"
"627",627,26,1,8,25,0.21,0.965,"NBA004"
"628",628,27,1,0,16,0.13,0.046,"NBA005"
"629",629,42,2,18,66,1.641,4.695,"NBA023"
"630",630,45,3,8,140,4.184,15.276,"NBA001"
"631",631,51,4,15,26,2.012,1.524,"NBA030"
"632",632,36,1,10,28,0.815,2.321,"NBA000"
"633",633,48,1,17,66,1.468,0.644,"NBA022"
"634",634,45,1,10,52,0.932,1.876,"NBA014"
"635",635,47,1,16,110,5.821,8.039,"NBA019"
"636",636,26,1,6,22,0.721,1.545,"NBA000"
"637",637,35,1,12,30,1.899,2.721,"NBA003"
"638",638,50,3,10,80,2.479,7.281,"NBA020"
"639",639,30,1,11,33,0.682,2.09,"NBA001"
"640",640,49,2,22,79,0.288,5.479,"NBA004"
"641",641,36,1,1,16,0.433,1.055,"NBA004"
"642",642,24,2,3,19,0.359,0.458,"NBA000"
"643",643,42,5,6,190,3.157,11.663,"NBA023"
"644",644,28,2,0,30,0.121,1.319,"NBA003"
"645",645,52,2,12,76,0.995,4.857,"NBA016"
"646",646,39,2,9,56,4.765,5.707,"NBA016"
"647",647,40,2,15,138,1.222,4.436,"NBA019"
"648",648,29,2,0,22,1.039,1.799,"NBA008"
"649",649,40,1,8,28,0.534,0.474,"NBA017"
"650",650,27,1,10,34,0.851,1.359,"NBA006"
"651",651,24,3,2,16,0.27,0.754,"NBA005"
"652",652,26,2,5,28,1.024,1.16,"NBA007"
"653",653,40,3,16,116,1.614,12.422,"NBA006"
"654",654,50,2,16,71,1.663,6.218,"NBA014"
"655",655,30,1,0,20,0.622,0.458,"NBA002"
"656",656,26,2,6,30,0.144,0.156,"NBA006"
"657",657,35,1,10,28,0.11,0.254,"NBA008"
"658",658,37,3,16,50,7.32,10.98,"NBA014"
"659",659,52,5,9,70,1.329,5.251,"NBA000"
"660",660,24,1,5,46,0.53,1.218,"NBA001"
"661",661,28,1,3,26,0.432,2.168,"NBA006"
"662",662,29,2,6,57,0.453,0.801,"NBA007"
"663",663,35,1,11,77,1.1,2.519,"NBA012"
"664",664,54,1,18,114,3.295,6.395,"NBA034"
"665",665,32,1,10,32,1.168,2.448,"NBA013"
"666",666,32,1,11,53,0.089,1.66,"NBA002"
"667",667,36,1,14,81,1.785,4.047,"NBA011"
"668",668,31,1,12,24,0.442,1.142,"NBA009"
"669",669,28,1,11,24,0.107,0.469,"NBA006"
"670",670,34,1,10,33,2.502,0.897,"NBA001"
"671",671,53,4,7,61,1.875,2.944,"NBA011"
"672",672,50,1,8,47,0.399,2.844,"NBA027"
"673",673,52,4,13,234,7.387,10.631,"NBA017"
"674",674,30,2,4,15,0.35,0.625,"NBA008"
"675",675,26,2,0,28,1.271,1.333,"NBA007"
"676",676,42,2,21,121,1.365,2.386,"NBA011"
"677",677,27,1,6,43,0.883,1.224,"NBA006"
"678",678,41,1,14,52,0.926,2.87,"NBA008"
"679",679,27,1,10,31,1.362,4.001,"NBA006"
"680",680,32,1,12,33,0.795,2.901,"NBA010"
"681",681,37,1,12,44,2.995,3.473,"NBA014"
"682",682,29,1,3,17,0.47,1.06,"NBA001"
"683",683,27,1,9,45,2.852,5.158,"NBA006"
"684",684,50,3,25,94,1.734,3.248,"NBA007"
"685",685,21,3,0,24,0.833,1.015,"NBA002"
"686",686,41,4,14,44,0.353,0.395,"NBA003"
"687",687,23,2,1,18,0.885,2.481,"NBA003"
"688",688,45,2,9,69,0.707,3.916,"NBA026"
"689",689,45,2,2,29,0.443,1.123,"NBA019"
"690",690,33,1,6,21,0.567,1.008,"NBA014"
"691",691,21,1,1,16,0.141,0.867,"NBA001"
"692",692,40,1,6,36,0.391,0.365,"NBA009"
"693",693,40,2,3,28,0.553,2.107,"NBA002"
"694",694,56,1,11,59,4.673,4.177,"NBA020"
"695",695,26,1,2,22,0.237,1.171,"NBA005"
"696",696,29,1,6,46,1.17,1.314,"NBA004"
"697",697,29,2,6,65,1.985,9.975,"NBA010"
"698",698,39,1,13,27,0.966,1.194,"NBA009"
"699",699,27,2,1,23,0.285,2.567,"NBA000"
"700",700,25,1,1,15,0.371,1.339,"NBA006"
"701",701,36,5,5,20,0.729,0.891,"NBA012"
"702",702,35,1,7,39,1.702,4.577,"NBA005"
"703",703,25,2,4,33,0.553,1.163,"NBA006"
"704",704,21,2,2,20,0.291,0.609,"NBA000"
"705",705,23,1,2,16,0.805,0.731,"NBA002"
"706",706,32,1,14,73,3.752,2.672,"NBA007"
"707",707,34,1,0,20,2.049,1.371,"NBA010"
"708",708,38,1,5,20,0.091,0.208,"NBA004"
"709",709,39,1,22,73,3.727,6.712,"NBA009"
"710",710,46,1,1,21,1.377,1.731,"NBA015"
"711",711,35,2,10,98,4.875,8.159,"NBA016"
"712",712,33,4,9,28,0.377,0.827,"NBA010"
"713",713,30,2,12,68,2.857,10.811,"NBA009"
"714",714,54,3,21,118,9.6,7.392,"NBA020"
"715",715,42,2,5,41,0.355,1.039,"NBA003"
"716",716,28,1,9,22,5.283,0.811,"NBA000"
"717",717,35,1,9,34,0.398,1.302,"NBA001"
"718",718,41,3,16,135,1.277,4.663,"NBA022"
"719",719,41,1,16,49,0.431,0.353,"NBA022"
"720",720,53,4,5,78,6.936,6.558,"NBA029"
"721",721,28,1,4,26,1.295,2.215,"NBA007"
"722",722,35,1,5,32,0.175,3.985,"NBA005"
"723",723,42,1,7,25,1.629,0.921,"NBA012"
"724",724,33,1,11,35,0.506,5.059,"NBA006"
"725",725,27,3,0,50,1.044,6.306,"NBA004"
"726",726,48,2,30,148,3.975,6.681,"NBA014"
"727",727,33,1,2,44,0.525,0.839,"NBA014"
"728",728,37,1,6,31,1.701,1.926,"NBA010"
"729",729,31,1,5,23,0.046,0.414,"NBA007"
"730",730,35,3,10,39,1.602,2.454,"NBA015"
"731",731,48,2,6,66,2.316,5.67,"NBA001"
"732",732,34,1,16,75,3.955,3.845,"NBA003"
"733",733,23,2,2,48,0.511,3.089,"NBA002"
"734",734,41,2,8,43,0.086,0.215,"NBA021"
"735",735,52,1,33,139,2.288,5.496,"NBA023"
"736",736,39,1,6,61,0.563,2.914,"NBA009"
"737",737,46,1,1,20,0.809,1.991,"NBA012"
"738",738,33,2,4,55,2.16,1.69,"NBA009"
"739",739,34,3,2,39,1.143,4.005,"NBA014"
"740",740,34,3,12,47,1.301,1.848,"NBA008"
"741",741,40,1,9,33,4.881,0.729,"NBA009"
"742",742,45,3,16,80,0.912,1.488,"NBA021"
"743",743,25,1,1,19,0.19,1.121,"NBA001"
"744",744,31,2,6,32,3.341,4.051,"NBA006"
"745",745,34,4,7,40,0.95,1.61,"NBA015"
"746",746,45,1,23,50,0.559,1.541,"NBA005"
"747",747,44,2,17,129,0.551,2.674,"NBA000"
"748",748,35,1,13,42,0.769,6.623,"NBA004"
"749",749,22,2,0,14,0.242,2.152,"NBA000"
"750",750,26,3,3,40,1.896,2.424,"NBA001"
"751",751,38,1,6,18,0.131,2.209,"NBA017"
"752",752,27,1,7,26,0.641,1.725,"NBA004"
"753",753,29,1,11,36,0.709,1.487,"NBA005"
"754",754,29,2,5,28,2.126,3.11,"NBA007"
"755",755,22,1,4,24,1.636,2.108,"NBA002"
"756",756,47,1,4,26,0.122,2.582,"NBA002"
"757",757,27,2,5,25,0.706,0.995,"NBA006"
"758",758,24,1,2,18,0.528,0.552,"NBA005"
"759",759,52,1,17,73,1.054,5.297,"NBA004"
"760",760,26,1,3,29,2.527,4.926,"NBA005"
"761",761,40,1,22,100,5.402,9.198,"NBA001"
"762",762,33,2,12,58,3.084,7.588,"NBA008"
"763",763,30,1,0,17,0.304,1.736,"NBA011"
"764",764,39,2,16,69,1.061,0.595,"NBA013"
"765",765,24,2,0,16,0.025,1.143,"NBA005"
"766",766,27,4,0,70,1.618,3.982,"NBA006"
"767",767,38,2,7,64,0.651,1.269,"NBA004"
"768",768,36,1,9,40,1.976,1.944,"NBA001"
"769",769,39,1,4,33,0.397,1.913,"NBA015"
"770",770,43,1,13,76,2.151,2.485,"NBA023"
"771",771,24,1,8,17,0.569,0.383,"NBA000"
"772",772,21,1,5,25,0.367,1.883,"NBA001"
"773",773,26,2,2,24,1.577,1.687,"NBA006"
"774",774,43,1,11,37,0.18,0.301,"NBA017"
"775",775,36,3,11,44,0.446,6.022,"NBA012"
"776",776,43,1,15,62,0.694,5.134,"NBA021"
"777",777,35,2,11,62,9.703,10.385,"NBA001"
"778",778,34,2,10,33,0.574,2.561,"NBA002"
"779",779,47,2,17,41,0.456,3.439,"NBA023"
"780",780,48,1,0,30,2.663,4.027,"NBA023"
"781",781,29,2,9,46,0.241,0.495,"NBA000"
"782",782,36,1,7,43,1.04,1.626,"NBA002"
"783",783,35,1,10,39,0.218,2.005,"NBA016"
"784",784,39,1,13,38,1.897,1.485,"NBA001"
"785",785,41,1,21,76,6.949,8.631,"NBA002"
"786",786,29,3,1,30,0.279,1.071,"NBA010"
"787",787,39,2,18,44,0.368,0.556,"NBA009"
"788",788,33,1,12,32,2.105,1.511,"NBA011"
"789",789,33,2,8,27,1.646,1,"NBA013"
"790",790,39,1,0,39,1.066,2.015,"NBA008"
"791",791,40,2,8,57,0.878,2.314,"NBA019"
"792",792,53,1,33,324,7.053,15.627,"NBA025"
"793",793,34,1,15,67,3.741,5.103,"NBA000"
"794",794,29,3,7,84,6.912,4.512,"NBA002"
"795",795,30,1,0,17,0.447,0.182,"NBA011"
"796",796,38,3,3,25,0.312,0.613,"NBA018"
"797",797,25,4,0,24,1.597,1.307,"NBA006"
"798",798,26,2,6,35,0.086,0.579,"NBA000"
"799",799,25,2,5,35,1.969,3.806,"NBA005"
"800",800,29,1,8,24,0.47,1.138,"NBA010"
"801",801,28,1,5,22,0.14,0.476,"NBA009"
"802",802,48,1,30,101,1.875,4.589,"NBA008"
"803",803,26,1,0,14,0.302,0.748,"NBA000"
"804",804,36,1,4,23,1.327,2.422,"NBA010"
"805",805,30,1,12,38,0.171,3.059,"NBA010"
"806",806,41,1,1,19,0.242,0.594,"NBA016"
"807",807,34,3,13,52,1.497,3.287,"NBA007"
"808",808,25,3,3,54,1.163,2.833,"NBA002"
"809",809,45,1,17,62,2.437,6.863,"NBA000"
"810",810,22,1,4,19,1.887,2.502,"NBA003"
"811",811,32,1,13,25,0.596,1.279,"NBA011"
"812",812,21,2,1,17,0.555,1.23,"NBA000"
"813",813,34,1,6,20,0.042,0.198,"NBA001"
"814",814,31,1,10,49,3.237,1.565,"NBA012"
"815",815,33,1,7,22,0.631,0.777,"NBA000"
"816",816,40,2,2,36,0.278,1.09,"NBA001"
"817",817,36,2,6,27,0.262,0.98,"NBA015"
"818",818,30,2,2,26,0.249,0.739,"NBA002"
"819",819,35,2,0,35,2.383,1.957,"NBA006"
"820",820,36,1,7,40,1.695,2.265,"NBA017"
"821",821,37,1,4,24,0.419,2.989,"NBA010"
"822",822,32,1,16,38,0.694,7.286,"NBA010"
"823",823,45,1,3,20,0.105,0.315,"NBA015"
"824",824,27,4,0,25,1.419,1.756,"NBA000"
"825",825,41,2,4,26,1.473,3.519,"NBA014"
"826",826,32,2,12,116,4.027,2.585,"NBA011"
"827",827,48,1,13,50,6.114,9.286,"NBA020"
"828",828,50,1,1,26,1.852,1.866,"NBA026"
"829",829,45,3,0,22,0.03,0.894,"NBA019"
"830",830,33,2,2,37,0.834,0.831,"NBA009"
"831",831,33,1,13,52,2.714,8.362,"NBA003"
"832",832,27,2,8,18,0.401,1.741,"NBA007"
"833",833,36,2,7,43,2.649,3.973,"NBA016"
"834",834,30,4,7,30,0.264,4.446,"NBA010"
"835",835,28,2,3,36,0.384,2.712,"NBA001"
"836",836,21,3,0,41,2.367,5.628,"NBA001"
"837",837,23,2,3,24,0.552,0.96,"NBA004"
"838",838,23,1,7,22,0.849,2.319,"NBA003"
"839",839,26,1,10,25,1.306,0.469,"NBA001"
"840",840,31,1,8,22,0.37,1.104,"NBA001"
"841",841,38,3,13,25,0.343,1.082,"NBA018"
"842",842,29,3,7,63,0.572,2.893,"NBA001"
"843",843,32,1,14,36,0.273,0.591,"NBA000"
"844",844,32,2,8,45,0.982,0.683,"NBA002"
"845",845,41,1,7,43,0.694,1.198,"NBA011"
"846",846,27,1,5,26,0.548,1.22,"NBA007"
"847",847,28,2,7,34,0.359,2.021,"NBA002"
"848",848,25,4,0,18,2.802,3.21,"NBA001"
"849",849,32,1,12,28,0.116,0.696,"NBA012"
"850",850,52,1,16,64,1.866,3.638,"NBA025"
