edad ;trabajo;estado civil;nivel educación;Credito_default;balance_anual;Prestamo_vivienda;Prestamo_personal;contacto;contacto_diaU;Contacto_mesU;Duración_contactoU;Nro_contactosCampaña;Veces_contatado;y
29;Administrador;Casado;Secundaria;Si;168;Si;no;Desconocido;28;may;119;1;0;Si
26;técnico;Casado;Secundaria;Si;876;Si;no;Desconocido;28;may;713;1;0;Si
29;obrero;Soltero;Secundaria;Si;80;Si;no;Desconocido;28;may;678;1;0;Si
30;servicios;Casado;Secundaria;Si;-286;Si;no;Desconocido;28;may;202;1;0;Si
46;obrero;Casado;Secundaria;Si;-619;Si;no;Desconocido;28;may;96;1;0;Si
53;obrero;Soltero;Secundaria;Si;-137;Si;Si;Desconocido;28;may;72;1;0;Si
28;obrero;Casado;Secundaria;Si;115;Si;no;Desconocido;28;may;78;4;0;Si
27;técnico;Casado;Secundaria;Si;58;Si;no;Desconocido;28;may;82;1;0;Si
27;obrero;Soltero;Secundaria;Si;1401;Si;no;Desconocido;28;may;392;1;0;Si
25;servicios;Soltero;Secundaria;Si;55;Si;Si;Desconocido;28;may;217;1;0;Si
38;técnico;divorciado;Secundaria;Si;1333;Si;Si;Desconocido;28;may;188;1;0;Si
40;obrero;divorciado;Secundaria;Si;-90;Si;no;Desconocido;28;may;130;1;0;Si
27;servicios;Soltero;Secundaria;Si;3791;Si;no;Desconocido;28;may;231;1;0;Si
50;obrero;Casado;Secundaria;Si;490;Si;no;Desconocido;28;may;151;3;0;Si
47;obrero;Casado;Secundaria;Si;480;Si;no;Desconocido;28;may;211;2;0;Si
60;obrero;Casado;Secundaria;Si;228;Si;no;Desconocido;28;may;249;11;0;Si
45;obrero;Casado;Secundaria;Si;-320;Si;no;Desconocido;28;may;204;3;0;Si
29;Independiente;Soltero;Secundaria;Si;3672;Si;Si;Desconocido;28;may;1210;1;0;Si
32;desempleado;Casado;Secundaria;Si;-160;Si;no;Desconocido;28;may;27;1;0;Si
25;obrero;Soltero;Secundaria;Si;207;Si;no;Desconocido;28;may;680;1;0;Si
28;obrero;Casado;Secundaria;Si;916;Si;no;Desconocido;28;may;206;1;0;Si
24;estudiante;Soltero;Secundaria;Si;3298;Si;no;Desconocido;28;may;227;1;0;Si
34;servicios;Casado;Secundaria;Si;1182;Si;no;Desconocido;28;may;124;1;0;Si
50;obrero;Casado;Secundaria;Si;1203;Si;Si;Desconocido;28;may;66;7;0;Si
44;admin.;Casado;Secundaria;Si;72;Si;Si;Desconocido;28;may;821;2;0;Si
29;obrero;Casado;Secundaria;Si;1171;Si;no;Desconocido;28;may;565;2;0;Si
29;admin.;Casado;Secundaria;Si;36;Si;no;Desconocido;28;may;126;1;0;Si
25;Independiente;Soltero;Secundaria;Si;1242;Si;no;Desconocido;28;may;615;2;0;Si
44;empresario;Casado;Secundaria;Si;-20;no;no;Desconocido;28;may;167;3;0;Si
52;obrero;Casado;Secundaria;Si;310;Si;no;Desconocido;28;may;211;4;0;Si
47;técnico;Casado;Secundaria;Si;970;Si;no;Desconocido;28;may;742;3;0;Si
35;técnico;Casado;Secundaria;Si;194;Si;no;Desconocido;28;may;134;1;0;Si
28;obrero;Soltero;Secundaria;Si;6307;Si;no;Desconocido;28;may;615;1;0;Si
32;Administrador;Casado;Secundaria;Si;514;Si;no;Desconocido;28;may;497;2;0;Si
26;admin.;Soltero;Secundaria;Si;-164;Si;no;Desconocido;28;may;69;2;0;Si
57;Administrador;Casado;Secundaria;Si;1566;no;no;Desconocido;28;may;105;4;0;Si
53;servicios;divorciado;Secundaria;Si;-905;Si;no;Desconocido;28;may;213;1;0;Si
29;servicios;Casado;Secundaria;Si;6;Si;no;Desconocido;28;may;143;2;0;Si
24;obrero;Soltero;Secundaria;Si;674;Si;Si;Desconocido;28;may;294;1;0;Si
26;obrero;Soltero;Secundaria;Si;230;Si;no;Desconocido;28;may;289;1;0;Si
29;Administrador;Casado;Secundaria;Si;715;Si;no;Desconocido;28;may;461;1;0;Si
42;técnico;Casado;Secundaria;Si;-1310;Si;Si;Desconocido;28;may;162;1;0;Si
36;técnico;Casado;Secundaria;Si;1731;Si;Si;Desconocido;28;may;207;1;0;Si
26;técnico;Soltero;Secundaria;Si;150;Si;no;Desconocido;28;may;216;1;0;Si
24;técnico;Soltero;Secundaria;Si;288;Si;no;Desconocido;28;may;185;1;0;Si
29;Administrador;Soltero;Secundaria;Si;-158;Si;no;Desconocido;28;may;399;1;0;Si
51;técnico;Soltero;Secundaria;Si;511;Si;Si;Desconocido;28;may;67;2;0;Si
31;obrero;Soltero;Secundaria;Si;1686;Si;no;Desconocido;28;may;85;2;0;Si
29;Administrador;Soltero;Secundaria;Si;5980;Si;no;Desconocido;28;may;317;1;0;Si
28;Administrador;Casado;Secundaria;Si;292;Si;no;Desconocido;28;may;507;1;0;Si
23;servicios;Soltero;Secundaria;Si;665;Si;no;Desconocido;28;may;1183;1;0;Si
26;obrero;Soltero;Secundaria;Si;396;Si;no;Desconocido;28;may;302;1;0;Si
42;técnico;Casado;Secundaria;Si;570;Si;no;Desconocido;28;may;344;2;0;Si
40;admin.;divorciado;Secundaria;Si;-541;Si;Si;Desconocido;28;may;270;4;0;Si
28;obrero;Casado;Secundaria;Si;17;no;no;Desconocido;28;may;8;4;0;Si
27;estudiante;Soltero;Secundaria;Si;16173;Si;no;Desconocido;28;may;489;1;0;Si
25;admin.;Casado;Secundaria;Si;894;Si;no;Desconocido;28;may;328;1;0;Si
29;técnico;Soltero;Secundaria;Si;-397;Si;no;Desconocido;28;may;114;1;0;Si
29;obrero;Soltero;Secundaria;Si;231;Si;no;Desconocido;28;may;122;1;0;Si
28;servicios;Soltero;Secundaria;Si;281;Si;no;Desconocido;28;may;201;1;0;Si
29;Administrador;Soltero;Secundaria;Si;112;Si;Si;Desconocido;28;may;117;2;0;Si
24;servicios;Soltero;Secundaria;Si;53;Si;Si;Desconocido;28;may;226;1;0;Si
26;admin.;Soltero;Secundaria;Si;677;Si;no;Desconocido;28;may;93;1;0;Si
32;admin.;Soltero;Secundaria;Si;294;Si;no;Desconocido;28;may;97;2;0;Si
26;servicios;Soltero;Secundaria;Si;1624;Si;Si;Desconocido;28;may;438;1;0;Si
31;técnico;Soltero;Secundaria;Si;449;Si;no;Desconocido;28;may;174;1;0;Si
28;Administrador;Soltero;Secundaria;Si;1069;no;no;Desconocido;28;may;675;1;0;Si
52;empresario;Casado;Secundaria;Si;8298;Si;Si;Desconocido;28;may;123;18;0;Si
27;técnico;Casado;Secundaria;Si;1577;Si;Si;Desconocido;28;may;266;2;0;Si
38;obrero;Casado;Secundaria;Si;-579;Si;Si;Desconocido;28;may;195;2;0;Si
35;técnico;Soltero;Secundaria;Si;59;Si;no;Desconocido;28;may;145;3;0;Si
38;técnico;Soltero;Secundaria;Si;12;Si;no;Desconocido;28;may;150;2;0;Si
46;obrero;divorciado;Secundaria;Si;1815;Si;no;Desconocido;28;may;232;4;0;Si
32;Administrador;Casado;Secundaria;Si;4307;Si;no;Desconocido;28;may;91;3;0;Si
39;obrero;Casado;Secundaria;Si;638;Si;Si;Desconocido;28;may;83;2;0;Si
29;admin.;Casado;Secundaria;Si;-526;Si;no;Desconocido;28;may;314;2;0;Si
27;obrero;Soltero;Secundaria;Si;294;Si;Si;Desconocido;28;may;694;2;0;Si
28;servicios;Soltero;Secundaria;Si;2954;Si;no;Desconocido;28;may;149;2;0;Si
47;obrero;Casado;Secundaria;Si;578;Si;no;Desconocido;28;may;146;1;0;Si
27;técnico;Casado;Secundaria;Si;811;Si;no;Desconocido;28;may;591;2;0;Si
33;obrero;Casado;Secundaria;Si;7063;Si;no;Desconocido;28;may;116;9;0;Si
30;Administrador;Soltero;Secundaria;Si;5288;Si;no;Desconocido;28;may;288;3;0;Si
33;obrero;Casado;Secundaria;Si;580;Si;no;Desconocido;28;may;36;1;0;Si
40;Administrador;Casado;Secundaria;Si;384;no;no;Desconocido;28;may;191;2;0;Si
38;técnico;Casado;Secundaria;Si;61;Si;no;Desconocido;28;may;97;1;0;Si
32;admin.;Soltero;Secundaria;Si;642;Si;no;Desconocido;28;may;71;2;0;Si
36;obrero;Casado;Secundaria;Si;79;Si;no;Desconocido;28;may;275;2;0;Si
30;servicios;Casado;Secundaria;Si;586;Si;no;Desconocido;28;may;187;4;0;Si
38;empresario;Casado;Secundaria;Si;61;Si;Si;Desconocido;28;may;170;5;0;Si
25;servicios;Soltero;Secundaria;Si;3217;Si;no;Desconocido;28;may;24;1;0;Si
28;obrero;Casado;Secundaria;Si;1020;Si;no;Desconocido;28;may;251;1;0;Si
55;obrero;Casado;Secundaria;Si;-317;Si;no;Desconocido;28;may;152;1;0;Si
57;Administrador;Casado;Secundaria;Si;-22;Si;no;Desconocido;28;may;463;1;0;Si
31;obrero;divorciado;Secundaria;Si;158;Si;no;Desconocido;28;may;157;1;0;Si
31;servicios;Casado;Secundaria;Si;-327;Si;no;Desconocido;28;may;408;1;0;Si
38;técnico;Soltero;Secundaria;Si;218;Si;Si;Desconocido;28;may;74;2;0;Si
28;técnico;Soltero;Secundaria;Si;183;Si;Si;Desconocido;28;may;62;2;0;Si
23;técnico;Soltero;Secundaria;Si;1129;Si;no;Desconocido;28;may;806;1;0;Si
45;obrero;Casado;Secundaria;Si;554;Si;no;Desconocido;28;may;179;2;0;Si
46;técnico;Casado;Secundaria;Si;57;no;no;Desconocido;28;may;796;1;0;Si
40;Administrador;Casado;Secundaria;Si;-240;no;Si;Desconocido;28;may;160;3;0;Si
29;servicios;Casado;Secundaria;Si;11417;Si;no;Desconocido;28;may;272;2;0;Si
30;admin.;Casado;Secundaria;Si;-171;Si;no;Desconocido;28;may;125;2;0;Si
31;admin.;Soltero;Secundaria;Si;-449;Si;no;Desconocido;28;may;81;2;0;Si
56;Jubilado;Casado;Secundaria;Si;228;Si;no;Desconocido;28;may;296;1;0;Si
39;desempleado;Soltero;Secundaria;Si;-53;Si;no;Desconocido;28;may;189;3;0;Si
29;admin.;Soltero;Secundaria;Si;175;no;no;Desconocido;28;may;597;3;0;Si
44;técnico;Casado;Secundaria;Si;1196;Si;Si;Desconocido;28;may;61;1;0;Si
28;admin.;Soltero;Secundaria;Si;419;Si;no;Desconocido;28;may;158;2;0;Si
26;Administrador;Soltero;Secundaria;Si;2692;no;no;Desconocido;28;may;159;2;0;Si
41;obrero;Soltero;Secundaria;Si;2835;Si;no;Desconocido;28;may;53;1;0;Si
31;servicios;Soltero;Secundaria;Si;-779;Si;no;Desconocido;28;may;198;2;0;Si
29;admin.;Casado;Secundaria;Si;26;Si;no;Desconocido;28;may;45;1;0;Si
33;obrero;Casado;Secundaria;Si;-112;Si;no;Desconocido;28;may;132;1;0;Si
23;estudiante;Soltero;Secundaria;Si;854;Si;no;Desconocido;28;may;664;2;0;Si
50;admin.;Casado;Secundaria;Si;3636;no;no;Desconocido;28;may;290;1;0;Si
27;servicios;Soltero;Secundaria;Si;9636;Si;no;Desconocido;28;may;184;2;0;Si
45;obrero;Casado;Secundaria;Si;446;Si;no;Desconocido;28;may;51;1;0;Si
50;Independiente;divorciado;Secundaria;Si;59;Si;no;Desconocido;28;may;67;2;0;Si
41;obrero;Soltero;Secundaria;Si;1621;Si;no;Desconocido;28;may;119;1;0;Si
44;Administrador;Casado;Secundaria;Si;0;Si;no;Desconocido;28;may;260;1;0;Si
56;Jubilado;Casado;Secundaria;Si;-299;Si;no;Desconocido;28;may;68;1;0;Si
26;desempleado;Casado;Secundaria;Si;70;Si;no;Desconocido;28;may;99;2;0;Si
34;admin.;Soltero;Secundaria;Si;7;no;no;Desconocido;28;may;285;2;0;Si
33;obrero;Soltero;Secundaria;Si;-366;Si;no;Desconocido;28;may;81;4;0;Si
30;obrero;Casado;Secundaria;Si;-518;Si;Si;Desconocido;28;may;244;6;0;Si
47;Administrador;Casado;Secundaria;Si;490;Si;no;Desconocido;28;may;227;1;0;Si
26;admin.;Casado;Secundaria;Si;714;Si;no;Desconocido;28;may;183;1;0;Si
26;obrero;Casado;Secundaria;Si;3529;Si;no;Desconocido;28;may;100;2;0;Si
51;técnico;Casado;Secundaria;Si;98;Si;no;Desconocido;28;may;228;2;0;Si
57;Jubilado;Casado;Secundaria;Si;0;Si;Si;Desconocido;28;may;648;1;0;Si
33;obrero;Casado;Secundaria;Si;529;Si;no;Desconocido;28;may;198;3;0;Si
30;obrero;Soltero;Secundaria;Si;397;Si;no;Desconocido;28;may;536;7;0;Si
40;desempleado;Casado;Secundaria;Si;557;Si;no;Desconocido;28;may;173;1;0;Si
53;obrero;Casado;Secundaria;Si;314;Si;no;Desconocido;28;may;184;2;0;Si
27;servicios;Soltero;Secundaria;Si;1636;Si;no;Desconocido;28;may;282;2;0;Si
57;obrero;Casado;Secundaria;Si;1502;Si;no;Desconocido;28;may;269;2;0;Si
45;Administrador;Casado;Secundaria;Si;-1655;Si;no;Desconocido;28;may;333;2;0;Si
36;Administrador;Casado;Secundaria;Si;428;no;no;Desconocido;28;may;121;1;0;Si
39;obrero;Casado;Secundaria;Si;7304;Si;no;Desconocido;28;may;216;1;0;Si
28;técnico;Soltero;Secundaria;Si;1536;Si;no;Desconocido;28;may;347;2;0;Si
34;técnico;Casado;Secundaria;Si;1246;no;no;Desconocido;28;may;88;3;0;Si
29;técnico;Casado;Secundaria;Si;344;Si;Si;Desconocido;28;may;279;2;0;Si
51;técnico;Casado;Secundaria;Si;271;Si;no;Desconocido;28;may;294;3;0;Si
29;Administrador;Soltero;Secundaria;Si;293;Si;no;Desconocido;28;may;188;2;0;Si
32;admin.;Soltero;Secundaria;Si;562;Si;no;Desconocido;28;may;116;6;0;Si
36;Administrador;Soltero;Secundaria;Si;302;no;no;Desconocido;28;may;60;6;0;Si
50;técnico;Casado;Secundaria;Si;-568;Si;Si;Desconocido;28;may;860;2;0;Si
42;Administrador;Casado;Secundaria;Si;479;Si;no;Desconocido;28;may;217;2;0;Si
29;servicios;divorciado;Secundaria;Si;1336;Si;no;Desconocido;28;may;298;5;0;Si
34;Administrador;Soltero;Secundaria;Si;1058;Si;no;Desconocido;28;may;864;2;0;Si
33;técnico;divorciado;Secundaria;Si;839;Si;no;Desconocido;28;may;469;3;0;Si
29;técnico;Soltero;Secundaria;Si;22008;Si;no;Desconocido;28;may;139;2;0;Si
44;obrero;Casado;Secundaria;Si;-73;Si;no;Desconocido;28;may;80;9;0;Si
25;empresario;Soltero;Secundaria;Si;-65;Si;no;Desconocido;28;may;129;2;0;Si
26;obrero;Casado;Secundaria;Si;407;Si;no;Desconocido;28;may;346;2;0;Si
53;Administrador;Casado;Secundaria;Si;490;Si;no;Desconocido;28;may;103;2;0;Si
45;obrero;Casado;Secundaria;Si;156;Si;Si;Desconocido;28;may;47;1;0;Si
37;Administrador;Casado;Secundaria;Si;655;no;no;Desconocido;28;may;244;3;0;Si
43;obrero;Casado;Secundaria;Si;-504;Si;no;Desconocido;28;may;136;1;0;Si
38;Independiente;Casado;Secundaria;Si;279;Si;no;Desconocido;28;may;110;5;0;Si
31;admin.;Casado;Secundaria;Si;-310;Si;no;Desconocido;28;may;433;3;0;Si
38;servicios;Casado;Secundaria;Si;-314;Si;no;Desconocido;28;may;66;2;0;Si
32;servicios;Soltero;Secundaria;Si;-233;Si;no;Desconocido;28;may;140;2;0;Si
24;obrero;Soltero;Secundaria;Si;327;Si;no;Desconocido;28;may;333;2;0;Si
34;admin.;Soltero;Secundaria;Si;1103;Si;no;Desconocido;28;may;89;1;0;Si
43;Administrador;Casado;Secundaria;Si;373;Si;no;Desconocido;28;may;54;1;0;Si
40;técnico;Casado;Secundaria;Si;-312;Si;no;Desconocido;28;may;198;1;0;Si
55;Jubilado;Casado;Secundaria;Si;2193;Si;Si;Desconocido;28;may;72;3;0;Si
34;servicios;Casado;Secundaria;Si;24;Si;no;Desconocido;28;may;124;1;0;Si
35;obrero;divorciado;Secundaria;Si;105;Si;Si;Desconocido;28;may;118;1;0;Si
59;técnico;Casado;Secundaria;Si;0;Si;Si;Desconocido;28;may;109;1;0;Si
50;admin.;Soltero;Secundaria;Si;330;Si;no;Desconocido;28;may;24;1;0;Si
55;obrero;Casado;Secundaria;Si;284;Si;Si;Desconocido;28;may;157;3;0;Si
29;admin.;Casado;Secundaria;Si;445;Si;no;Desconocido;28;may;489;2;0;Si
32;servicios;Casado;Secundaria;Si;172;Si;no;Desconocido;28;may;84;3;0;Si
27;Administrador;Soltero;Secundaria;Si;1995;Si;no;Desconocido;28;may;239;2;0;Si
36;Administrador;Casado;Secundaria;Si;771;Si;no;Desconocido;28;may;357;1;0;Si
33;admin.;Casado;Secundaria;Si;393;Si;no;Desconocido;28;may;383;1;0;Si
32;admin.;Casado;Secundaria;Si;-421;Si;Si;Desconocido;28;may;101;2;0;Si
48;Administrador;Casado;Secundaria;Si;99;Si;no;Desconocido;28;may;344;1;0;Si
47;admin.;divorciado;Secundaria;Si;-480;no;no;Desconocido;28;may;360;1;0;Si
36;Administrador;Casado;Secundaria;Si;10;no;Si;Desconocido;28;may;310;2;0;Si
29;Administrador;Casado;Secundaria;Si;8089;Si;no;Desconocido;28;may;314;2;0;Si
35;Administrador;Soltero;Secundaria;Si;73;Si;no;Desconocido;28;may;79;2;0;Si
48;obrero;Casado;Secundaria;Si;134;Si;no;Desconocido;28;may;315;2;0;Si
29;admin.;Casado;Secundaria;Si;5605;Si;no;Desconocido;28;may;117;2;0;Si
28;servicios;Soltero;Secundaria;Si;3331;Si;no;Desconocido;28;may;229;2;0;Si
27;Independiente;Soltero;Secundaria;Si;5214;Si;no;Desconocido;28;may;94;1;0;Si
51;servicios;divorciado;Secundaria;Si;-245;Si;Si;Desconocido;28;may;612;2;0;Si
40;técnico;Soltero;Secundaria;Si;-89;Si;no;Desconocido;28;may;83;4;0;Si
60;Jubilado;Casado;Secundaria;Si;170;Si;no;Desconocido;28;may;338;2;0;Si
28;técnico;Soltero;Secundaria;Si;1417;Si;no;Desconocido;28;may;491;1;0;Si
42;Administrador;Soltero;Secundaria;Si;4264;Si;no;Desconocido;28;may;882;1;0;Si
28;estudiante;Soltero;Secundaria;Si;949;Si;no;Desconocido;28;may;1730;1;0;Si
27;admin.;Soltero;Secundaria;Si;242;Si;Si;Desconocido;28;may;83;1;0;Si
33;admin.;Soltero;Secundaria;Si;-258;Si;no;Desconocido;28;may;193;2;0;Si
34;empresario;Casado;Secundaria;Si;105;Si;no;Desconocido;28;may;249;2;0;Si
29;obrero;Casado;Secundaria;Si;1280;Si;no;Desconocido;28;may;629;2;0;Si
34;obrero;Casado;Secundaria;Si;504;Si;no;Desconocido;28;may;260;2;0;Si
31;Administrador;Soltero;Secundaria;Si;-160;Si;no;Desconocido;28;may;202;2;0;Si
31;admin.;Soltero;Secundaria;Si;1306;Si;no;Desconocido;28;may;217;5;0;Si
36;obrero;Soltero;Secundaria;Si;3254;Si;no;Desconocido;28;may;300;3;0;Si
26;obrero;Soltero;Secundaria;Si;419;Si;no;Desconocido;28;may;94;3;0;Si
34;obrero;Casado;Secundaria;Si;-58;Si;Si;Desconocido;28;may;157;2;0;Si
30;empresario;Casado;Secundaria;Si;2926;Si;no;Desconocido;28;may;238;8;0;Si
33;Administrador;Soltero;Secundaria;Si;-61;no;no;Desconocido;28;may;50;2;0;Si
39;admin.;divorciado;Secundaria;Si;22;no;no;Desconocido;28;may;121;3;0;Si
45;servicios;Casado;Secundaria;Si;-36;Si;Si;Desconocido;28;may;389;4;0;Si
35;Administrador;Soltero;Secundaria;Si;137;no;no;Desconocido;28;may;667;3;0;Si
25;obrero;divorciado;Secundaria;Si;2428;Si;no;Desconocido;28;may;376;4;0;Si
57;admin.;Casado;Secundaria;Si;100;no;no;Desconocido;28;may;23;16;0;Si
54;Jubilado;Casado;Secundaria;Si;24;Si;no;Desconocido;28;may;404;1;0;Si
30;estudiante;Soltero;Secundaria;Si;2030;Si;no;Desconocido;28;may;27;2;0;Si
26;estudiante;Soltero;Secundaria;Si;0;Si;no;Desconocido;28;may;124;1;0;Si
33;técnico;Soltero;Secundaria;Si;-409;Si;no;Desconocido;28;may;96;1;0;Si
26;técnico;Soltero;Secundaria;Si;855;Si;no;Desconocido;28;may;87;2;0;Si
53;admin.;Casado;Secundaria;Si;614;Si;no;Desconocido;28;may;126;2;0;Si
35;admin.;Soltero;Secundaria;Si;3;Si;no;Desconocido;28;may;330;5;0;Si
27;técnico;Soltero;Secundaria;Si;648;Si;no;Desconocido;28;may;198;3;0;Si
35;Independiente;Soltero;Secundaria;Si;935;Si;no;Desconocido;28;may;259;2;0;Si
39;servicios;Casado;Secundaria;Si;695;Si;no;Desconocido;28;may;429;10;0;Si
32;admin.;Soltero;Secundaria;Si;73;Si;no;Desconocido;28;may;545;1;0;Si
31;obrero;Casado;Secundaria;Si;1039;Si;no;Desconocido;28;may;44;7;0;Si
34;Administrador;Casado;Secundaria;Si;-304;Si;no;Desconocido;28;may;279;2;0;Si
38;obrero;Soltero;Secundaria;Si;241;Si;no;Desconocido;28;may;172;2;0;Si
39;Administrador;divorciado;Secundaria;Si;133;Si;no;Desconocido;28;may;136;2;0;Si
46;admin.;Casado;Secundaria;Si;1328;Si;no;Desconocido;28;may;82;6;0;Si
29;obrero;Soltero;Secundaria;Si;0;Si;no;Desconocido;28;may;324;4;0;Si
47;servicios;divorciado;Secundaria;Si;-288;Si;no;Desconocido;28;may;107;7;0;Si
53;Administrador;Casado;Secundaria;Si;3443;Si;no;Desconocido;28;may;48;2;0;Si
29;Administrador;divorciado;Secundaria;Si;415;Si;Si;Desconocido;28;may;449;4;0;Si
58;Jubilado;Casado;Secundaria;Si;255;no;no;Desconocido;28;may;362;3;0;Si
34;técnico;Casado;Secundaria;Si;6;Si;no;Desconocido;28;may;99;2;0;Si
26;obrero;Casado;Secundaria;Si;-284;Si;no;Desconocido;28;may;207;3;0;Si
31;Administrador;Soltero;Secundaria;Si;305;Si;no;Desconocido;28;may;297;14;0;Si
55;obrero;Casado;Secundaria;Si;81;Si;no;Desconocido;28;may;172;1;0;Si
30;obrero;Casado;Secundaria;Si;2607;Si;no;Desconocido;28;may;158;10;0;Si
29;obrero;Casado;Secundaria;Si;201;Si;no;Desconocido;28;may;180;2;0;Si
44;técnico;Casado;Secundaria;Si;265;Si;no;Desconocido;28;may;453;2;0;Si
33;obrero;Casado;Secundaria;Si;625;Si;no;Desconocido;28;may;410;1;0;Si
42;obrero;Casado;Secundaria;Si;1134;Si;no;Desconocido;28;may;424;3;0;Si
57;desconocido;Casado;Secundaria;Si;327;Si;no;Desconocido;28;may;74;2;0;Si
38;técnico;Casado;Secundaria;Si;-1350;Si;Si;Desconocido;28;may;96;4;0;Si
22;obrero;Soltero;Secundaria;Si;3198;Si;no;Desconocido;28;may;109;2;0;Si
36;obrero;Soltero;Secundaria;Si;2176;Si;no;Desconocido;28;may;52;2;0;Si
39;obrero;Casado;Secundaria;Si;-310;Si;Si;Desconocido;28;may;26;5;0;Si
45;servicios;Casado;Secundaria;Si;692;Si;no;Desconocido;28;may;506;2;0;Si
35;obrero;Casado;Secundaria;Si;4366;Si;no;Desconocido;28;may;173;3;0;Si
22;servicios;Soltero;Secundaria;Si;35;Si;no;Desconocido;28;may;106;3;0;Si
56;Administrador;divorciado;Secundaria;Si;442;no;no;Desconocido;28;may;77;3;0;Si
31;Administrador;Soltero;Secundaria;Si;44;no;no;Desconocido;28;may;95;2;0;Si
51;técnico;divorciado;Secundaria;Si;0;Si;no;Desconocido;28;may;463;2;0;Si
37;servicios;Soltero;Secundaria;Si;223;Si;no;Desconocido;28;may;25;1;0;Si
32;técnico;Soltero;Secundaria;Si;92;Si;no;Desconocido;28;may;116;1;0;Si
39;servicios;Casado;Secundaria;Si;-971;Si;Si;Desconocido;28;may;104;2;0;Si
32;técnico;Soltero;Secundaria;Si;1307;Si;no;Desconocido;28;may;267;2;0;Si
30;servicios;Casado;Secundaria;Si;179;Si;no;Desconocido;28;may;64;1;0;Si
31;obrero;Casado;Secundaria;Si;1117;Si;no;Desconocido;28;may;340;3;0;Si
51;Administrador;Soltero;Secundaria;Si;-461;Si;no;Desconocido;28;may;33;2;0;Si
27;servicios;Soltero;Secundaria;Si;5883;Si;no;Desconocido;28;may;325;2;0;Si
33;obrero;Casado;Secundaria;Si;-342;Si;no;Desconocido;28;may;528;2;0;Si
24;servicios;Soltero;Secundaria;Si;1385;Si;no;Desconocido;28;may;1277;2;0;Si
52;obrero;Casado;Secundaria;Si;-211;Si;Si;Desconocido;28;may;153;2;0;Si
39;obrero;Casado;Secundaria;Si;2612;Si;no;Desconocido;28;may;363;4;0;Si
31;obrero;Soltero;Secundaria;Si;124;Si;no;Desconocido;28;may;411;3;0;Si
33;admin.;Casado;Secundaria;Si;-675;Si;no;Desconocido;28;may;245;2;0;Si
27;Administrador;Soltero;Secundaria;Si;3104;Si;no;Desconocido;28;may;160;2;0;Si
44;técnico;Casado;Secundaria;Si;398;Si;no;Desconocido;28;may;140;5;0;Si
56;técnico;divorciado;Secundaria;Si;77;Si;Si;Desconocido;28;may;25;2;0;Si
50;técnico;divorciado;Secundaria;Si;2706;Si;no;Desconocido;28;may;179;3;0;Si
54;Administrador;divorciado;Secundaria;Si;192;Si;no;Desconocido;28;may;157;3;0;Si
33;admin.;Casado;Secundaria;Si;957;Si;no;Desconocido;28;may;361;4;0;Si
51;obrero;Casado;Secundaria;Si;593;Si;no;Desconocido;28;may;157;2;0;Si
32;Administrador;Soltero;Secundaria;Si;1493;Si;no;Desconocido;28;may;65;11;0;Si
32;obrero;Casado;Secundaria;Si;0;Si;no;Desconocido;28;may;386;3;0;Si
35;obrero;Casado;Secundaria;Si;51;Si;no;Desconocido;28;may;593;2;0;Si
47;técnico;Casado;Secundaria;Si;-938;Si;no;Desconocido;28;may;176;2;0;Si
49;obrero;Casado;Secundaria;Si;457;Si;Si;Desconocido;28;may;189;2;0;Si
54;técnico;Casado;Secundaria;Si;337;Si;no;Desconocido;28;may;302;2;0;Si
31;admin.;Soltero;Secundaria;Si;1531;Si;no;Desconocido;28;may;48;5;0;Si
26;servicios;Casado;Secundaria;Si;33;Si;no;Desconocido;28;may;51;4;0;Si
42;técnico;divorciado;Secundaria;Si;0;Si;no;Desconocido;28;may;471;2;0;Si
45;técnico;Soltero;Secundaria;Si;5336;no;no;Desconocido;28;may;99;2;0;Si
36;técnico;Casado;Secundaria;Si;947;Si;no;Desconocido;28;may;452;2;0;Si
40;admin.;Casado;Secundaria;Si;2;no;no;Desconocido;28;may;187;3;0;Si
45;admin.;Casado;Secundaria;Si;935;Si;Si;Desconocido;28;may;22;7;0;Si
27;Administrador;Soltero;Secundaria;Si;731;Si;no;Desconocido;28;may;335;2;0;Si
51;obrero;Casado;Secundaria;Si;-1;no;no;Desconocido;28;may;110;8;0;Si
30;técnico;Soltero;Secundaria;Si;419;Si;Si;Desconocido;28;may;299;3;0;Si
28;admin.;Casado;Secundaria;Si;22171;Si;no;Desconocido;28;may;85;3;0;Si
32;Independiente;Casado;Secundaria;Si;-33;Si;no;Desconocido;28;may;234;3;0;Si
57;admin.;divorciado;Secundaria;Si;-140;Si;no;Desconocido;28;may;264;2;0;Si
31;admin.;Casado;Secundaria;Si;439;no;no;Desconocido;28;may;233;4;0;Si
47;técnico;Casado;Secundaria;Si;-598;Si;no;Desconocido;28;may;239;4;0;Si
34;obrero;Casado;Secundaria;Si;261;Si;no;Desconocido;28;may;611;3;0;Si
50;obrero;Casado;Secundaria;Si;-160;Si;no;Desconocido;28;may;600;2;0;Si
33;admin.;Soltero;Secundaria;Si;322;Si;no;Desconocido;28;may;266;4;0;Si
25;obrero;Casado;Secundaria;Si;1025;Si;no;Desconocido;28;may;478;2;0;Si
39;obrero;Casado;Secundaria;Si;-931;Si;no;Desconocido;28;may;92;5;0;Si
